2017-03-23.10:57:42,Perkovic,http://www.villanova.edu,0
2017-03-23.10:57:42,Notre,http://www.villanova.edu,0
2017-03-23.10:57:42,Book,http://www.villanova.edu,0
2017-03-23.10:57:43,Perkovic,http://www.capsim.com,0
2017-03-23.10:57:43,Notre,http://www.capsim.com,0
2017-03-23.10:57:43,Book,http://www.capsim.com,0
2017-03-23.10:57:43,Perkovic,http://www.vanderbilt.edu,0
2017-03-23.10:57:43,Notre,http://www.vanderbilt.edu,0
2017-03-23.10:57:43,Book,http://www.vanderbilt.edu,0
2017-03-23.10:58:12,Perkovic,http://www.und.com,6
2017-03-23.10:58:12,Notre,http://www.und.com,60
2017-03-23.10:58:12,Book,http://www.und.com,0
